nom_structure,nom_contact,email,telephone,type_prospect,pays,region,departement,ville,adresse,nb_aderents,facebook,facebook_followers,x,x_followers,instagram,instagram_followers,youtube,youtube_followers,tictok,tictok_followers,sit_web,accepte_contact,methode_contact,contacte,date_dernier_contact,commentaires
MJC Important,,payetemmanuelle@example.com,0611454192,MJC,France,Auvergne-Rhône-Alpes,43,Brioude,"8, rue Catherine Denis",262.0,http://royer.com/,584.0,https://www.lefort.fr/,5677.0,http://guilbert.com/,7280.0,,,,,https://www.lebrun.fr/,True,telephone,False,,
Artisan Soin,,nathaliecourtois@example.net,0760399639,Artisan,France,Normandie,50,Cherbourg-en-Cotentin,"371, boulevard Rémy Barbier",,http://www.besson.com/,6190.0,,,https://germain.fr/,23000.0,http://le.fr/,26447.0,https://www.ollivier.com/,72804.0,https://www.gerard.net/,True,telephone,False,,
Boutique spécialisée Mien,Émile Dumont,tjacquot@example.net,0793715930,Boutique spécialisée,France,Provence-Alpes-Côte d'Azur,04,Manosque,,,,,https://www.carlier.fr/,2375.0,http://weber.fr/,10831.0,,,,,https://www.parent.fr/,False,facebook,False,2024-10-26,
MJC Vide,,xmarchand@example.net,,MJC,France,Hauts-de-France,80,Abbeville,,335.0,,,http://www.denis.com/,1430.0,https://www.renaud.fr/,18092.0,,,http://www.riviere.com/,22854.0,http://www.meunier.com/,False,,False,2025-02-11,
Bar à jeux Atteindre,Valérie Fontaine,augermarcelle@example.org,0634338996,Bar à jeux,France,Bourgogne-Franche-Comté,25,Besançon,"29, rue de Roger",,https://gomez.net/,577.0,https://www.gay.com/,4491.0,http://www.pons.com/,8971.0,https://www.dufour.com/,39994.0,https://www.legrand.fr/,22283.0,https://masse.net/,False,,True,,Sept parvenir oeil forme moins pur obliger.
Asso JDR Fumer,William Garcia,levyveronique@example.org,0636005705,Asso JDR,France,Provence-Alpes-Côte d'Azur,04,Manosque,"63, boulevard Legrand",,https://barthelemy.net/,3692.0,http://www.charles.net/,12924.0,https://www.traore.fr/,24084.0,http://www.ruiz.com/,17569.0,,,https://www.laine.com/,True,,True,,Dimanche passer souffrir bruit.
Artisan Complet,,zroux@example.com,0689544993,Artisan,France,Occitanie,81,Gaillac,"27, avenue de Techer",375.0,http://gallet.fr/,9875.0,,,,,https://hubert.fr/,17109.0,,,http://renaud.fr/,False,telephone,True,,
CSCS Femme,Claude Chauvin,constance20@example.org,0604928215,CSCS,France,Auvergne-Rhône-Alpes,63,Issoire,,,,,,,http://www.poirier.net/,23551.0,https://www.vidal.com/,30067.0,https://www.albert.fr/,60496.0,http://www.laine.org/,True,,False,2026-01-11,
MJC Chat,,bertrand25@example.com,0670887090,MJC,France,Bretagne,56,Pontivy,"48, rue Margaud Rivière",,http://www.bonnet.fr/,5986.0,,,http://www.lucas.com/,24276.0,http://roche.fr/,8493.0,http://www.pereira.net/,21382.0,http://www.thomas.net/,True,instagram,False,,
Influenceur Tout,,amelieraymond@example.net,0626394710,Influenceur,France,Île-de-France,94,Créteil,"91, rue Margot Verdier",357.0,http://fleury.com/,3252.0,,,http://bertin.com/,6902.0,,,https://dupuis.com/,54112.0,http://www.royer.fr/,True,email,False,2025-08-19,Faible danser jamais mourir odeur beau.
MJC Non,,gpichon@example.org,0714087699,MJC,France,Bretagne,22,Saint-Brieuc,"42, rue Nath Pascal",,https://www.albert.fr/,5011.0,https://www.chartier.com/,8384.0,https://www.begue.net/,1699.0,http://www.rossi.fr/,21671.0,https://www.gregoire.fr/,22646.0,,False,facebook,True,2024-10-22,
MJC Reste,,mariannebazin@example.com,0651862883,MJC,France,Nouvelle-Aquitaine,40,Capbreton,,75.0,http://www.morel.net/,3415.0,https://merle.fr/,14854.0,,,,,https://www.jean.net/,78833.0,https://ruiz.fr/,True,,True,,
MJC Vers,,fabrejerome@example.com,0739717874,MJC,France,Provence-Alpes-Côte d'Azur,13,Aix-en-Provence,"371, avenue Leclercq",65.0,http://weiss.org/,2089.0,http://langlois.fr/,1850.0,,,,,http://www.guichard.com/,13984.0,,False,facebook,True,2024-05-05,Habitant flot obtenir nature mériter.
Éditeur Système,,michel18@example.org,0783840788,Éditeur,France,Centre-Val de Loire,18,Vierzon,"91, chemin Alice Renault",439.0,http://www.moreno.fr/,9098.0,,,,,http://www.leroux.com/,47557.0,,,http://clement.fr/,True,telephone,True,2025-01-24,Montagne blond avis lentement pièce fort banc.
Médiathèque Souvent,,tristangrondin@example.com,0753783503,Médiathèque,France,Hauts-de-France,59,Lille,"8, boulevard de Arnaud",,,,,,https://georges.fr/,9047.0,,,https://potier.com/,56465.0,https://www.devaux.com/,False,facebook,False,2024-10-06,Idée guère content avance leur sauver.
Artisan Émotion,,langloisroger@example.com,0655762034,Artisan,France,Auvergne-Rhône-Alpes,26,Romans-sur-Isère,,,,,,,,,,,,,,False,email,False,2024-03-16,
Asso JDR Soldat,,andreegrondin@example.net,0617748387,Asso JDR,France,Nouvelle-Aquitaine,23,Guéret,"79, boulevard de Brun",464.0,,,https://muller.org/,14581.0,,,,,,,http://marechal.net/,False,,False,,
Médiathèque Époque,Jean Petit-Le Roux,elise50@example.com,,Médiathèque,France,Nouvelle-Aquitaine,79,Parthenay,"55, avenue Laure Gros",437.0,http://cordier.com/,2697.0,,,https://renaud.fr/,7322.0,,,https://www.clement.com/,66171.0,http://www.bernard.com/,True,,True,2024-10-06,Étage marché vue oncle endormir.
Influenceur Feu,,bessonstephanie@example.org,0750693865,Influenceur,France,Centre-Val de Loire,36,Châteauroux,"6, avenue Éléonore Brunet",,https://www.mahe.org/,7845.0,,,,,https://www.thomas.net/,20883.0,,,http://martineau.com/,True,instagram,True,2025-02-21,
Boutique spécialisée Énergie,,marineclerc@example.com,0636443645,Boutique spécialisée,France,Bretagne,22,Saint-Brieuc,,171.0,https://picard.com/,3026.0,https://www.ramos.org/,12189.0,http://bousquet.fr/,6273.0,,,http://remy.fr/,29301.0,http://www.lenoir.org/,True,telephone,False,,
MJC Devant,Franck Valette,lelievreaugustin@example.net,0722056783,MJC,France,Nouvelle-Aquitaine,23,La Souterraine,"133, chemin Charles Jourdan",,http://www.leveque.fr/,5352.0,,,,,http://bourgeois.org/,40950.0,,,http://www.baudry.fr/,False,,False,,
Éditeur Avoir,,tfaivre@example.org,0712955229,Éditeur,France,Nouvelle-Aquitaine,23,Guéret,avenue Théophile Fabre,93.0,http://www.perrin.net/,8255.0,http://carlier.fr/,3774.0,http://laurent.fr/,22025.0,,,,,http://marques.org/,False,telephone,True,,Précieux oncle mort mur toucher idée.
Asso JDR Nommer,Louise Fontaine,clemencegermain@example.org,0651323114,Asso JDR,France,Hauts-de-France,80,Amiens,"14, boulevard de Gillet",,https://www.marie.fr/,2198.0,http://raynaud.com/,3789.0,http://www.baudry.com/,8223.0,,,,,http://www.muller.fr/,True,,False,2024-07-28,Parmi planche hiver poste coucher dominer.
Médiathèque Véritable,Alex Clerc,honore25@example.com,0774960834,Médiathèque,France,Centre-Val de Loire,41,Vendôme,"75, avenue Diaz",,http://www.pires.com/,4478.0,,,,,,,,,https://gillet.com/,True,facebook,False,,
Influenceur Boire,Claudine Dupré,qpeltier@example.net,,Influenceur,France,Nouvelle-Aquitaine,64,Pau,"43, avenue de Morin",78.0,http://www.gilbert.fr/,4985.0,http://www.ruiz.net/,14626.0,https://boucher.fr/,7219.0,https://www.marie.fr/,154.0,http://www.petitjean.fr/,15802.0,https://www.grondin.fr/,False,facebook,True,,
Artisan Douceur,,arolland@example.org,0718509845,Artisan,France,Centre-Val de Loire,18,Bourges,"905, boulevard de Pottier",,http://www.meunier.com/,1981.0,,,http://chartier.com/,27265.0,https://www.guilbert.com/,17738.0,https://www.lemoine.fr/,59669.0,,False,facebook,True,,
Médiathèque Représenter,,alexpasquier@example.net,0757763439,Médiathèque,France,Grand Est,68,Saint-Louis,"45, rue de Rémy",,https://didier.fr/,1012.0,,,http://da.com/,28627.0,,,https://www.lebon.com/,56279.0,http://www.delmas.fr/,False,facebook,True,,
CSCS Distance,Jacques Buisson-Schneider,xavier64@example.com,0759058637,CSCS,France,Bourgogne-Franche-Comté,21,Montbard,"39, rue de Millet",437.0,https://www.briand.org/,5949.0,http://giraud.fr/,6785.0,,,https://www.nguyen.fr/,45455.0,,,https://ollivier.com/,True,facebook,True,2025-06-06,Calmer présent rare soit etc effet prêt.
CSCS Meilleur,,roland22@example.net,0735395440,CSCS,France,Bourgogne-Franche-Comté,58,Nevers,rue Lucie Guichard,,,,,,,,,,,,http://www.perrin.fr/,False,,True,,
Boutique spécialisée Faute,Philippine Fernandez,peronagnes@example.com,0728164422,Boutique spécialisée,France,Bourgogne-Franche-Comté,70,Vesoul,"47, boulevard de Fontaine",,http://www.thierry.net/,7620.0,,,http://barre.fr/,742.0,https://www.pinto.com/,2735.0,https://www.barbier.net/,4835.0,https://ferreira.com/,True,facebook,False,,
CSCS Adresser,Dorothée Alves,flaroche@example.com,0693132947,CSCS,France,Grand Est,54,Toul,"47, avenue Gimenez",,http://berger.fr/,8958.0,https://www.barbe.net/,13280.0,http://www.daniel.fr/,2333.0,https://www.marty.fr/,2568.0,,,https://brunel.fr/,True,,True,,
Artisan Tache,Bernard Pons,peronsuzanne@example.com,0677211873,Artisan,France,Bretagne,29,Quimper,"90, rue de Navarro",,http://www.brunet.com/,706.0,https://delaunay.fr/,469.0,,,https://morel.com/,1111.0,,,https://www.rey.fr/,False,email,False,,
Éditeur Soin,Julien Pires,michelle41@example.net,0711814254,Éditeur,France,Auvergne-Rhône-Alpes,43,Yssingeaux,"27, boulevard Verdier",,https://www.hamon.fr/,7570.0,,,http://www.hubert.com/,26173.0,,,https://imbert.com/,75441.0,https://verdier.fr/,False,,False,2025-03-31,Asseoir sonner trésor roche.
MJC Paupière,,victor01@example.com,0653226657,MJC,France,Île-de-France,75,Paris,avenue Lucy Dupuy,196.0,https://www.lebrun.net/,7351.0,,,,,https://david.com/,116.0,http://ramos.com/,41921.0,https://www.ribeiro.fr/,False,email,True,2025-08-05,Examiner importer condamner parce que pauvre en.
Bar à jeux Facile,Maurice Pinto,hamelgabriel@example.org,0715841511,Bar à jeux,France,Occitanie,11,Carcassonne,chemin Guérin,217.0,,,,,http://pichon.net/,12859.0,,,,,,True,,False,2026-01-20,Vague tenir absolu spectacle quarante le.
Bar à jeux Afin de,Jacqueline Le Roux,davidthierry@example.org,,Bar à jeux,France,Nouvelle-Aquitaine,24,Périgueux,avenue de Da Silva,494.0,http://lefort.fr/,5211.0,https://www.labbe.fr/,5138.0,,,,,,,https://julien.fr/,False,,True,2024-07-16,
MJC Sable,,dianemoreno@example.net,0768130676,MJC,France,Bourgogne-Franche-Comté,39,Dole,"328, rue Pottier",299.0,http://teixeira.fr/,8325.0,,,https://www.descamps.com/,15130.0,,,https://www.valette.fr/,19236.0,https://www.lenoir.fr/,True,,False,,Avec plus grave.
Boutique spécialisée Ennemi,Guillaume Potier,aklein@example.com,0725983213,Boutique spécialisée,France,Hauts-de-France,59,Roubaix,"61, chemin de Chevallier",165.0,,,,,https://www.mary.com/,15735.0,,,http://aubry.org/,7816.0,http://levy.org/,False,email,False,,
Ludothèque Attention,,laureriviere@example.org,0784969016,Ludothèque,France,Normandie,61,Argentan,"59, avenue Noël",245.0,https://www.sauvage.fr/,5569.0,,,https://www.rolland.fr/,3769.0,,,http://www.delmas.com/,20053.0,http://marie.fr/,True,,True,2025-04-10,
Éditeur Soumettre,Théophile Masse,eguyot@example.org,0747826226,Éditeur,France,Occitanie,09,Foix,,377.0,http://www.evrard.com/,5459.0,,,https://pasquier.net/,25177.0,,,,,http://www.garnier.com/,False,telephone,True,2024-10-15,
Médiathèque Monsieur,Louis Guillon,picardamelie@example.com,0630326218,Médiathèque,France,Normandie,14,Bayeux,"43, avenue de Leleu",500.0,http://lacombe.com/,8543.0,http://delahaye.com/,8547.0,http://lejeune.fr/,2476.0,https://leclercq.com/,44144.0,,,http://ledoux.com/,True,,False,2024-10-11,
Éditeur Somme,Tristan Caron,colinjean@example.com,,Éditeur,France,Hauts-de-France,62,Boulogne-sur-Mer,"6, chemin Capucine Olivier",361.0,https://berthelot.fr/,7120.0,https://carlier.org/,11820.0,http://rey.org/,9157.0,http://hernandez.net/,16881.0,http://ferrand.fr/,24989.0,https://bertin.org/,True,facebook,True,,
MJC Moment,Honoré-Gilbert Delmas,juliette91@example.com,0691750817,MJC,France,Occitanie,11,Castelnaudary,"20, rue Aubert",500.0,https://www.carre.com/,9336.0,,,http://www.lacroix.com/,25928.0,http://www.delmas.com/,45759.0,,,http://sanchez.fr/,False,instagram,True,2025-07-17,
Médiathèque Français,Clémence Valentin,paulalice@example.org,0769035089,Médiathèque,France,Nouvelle-Aquitaine,87,Bellac,rue Henri Roche,,,,https://www.laine.net/,6050.0,https://roger.com/,837.0,,,,,https://www.delorme.org/,False,instagram,True,,
CSCS Peuple,,chauvinalfred@example.net,0697857246,CSCS,France,Pays de la Loire,85,Fontenay-le-Comte,,,http://diallo.org/,1211.0,http://dias.com/,9918.0,https://olivier.com/,12820.0,,,http://www.ledoux.fr/,1002.0,,True,facebook,True,2024-02-14,
Ludothèque Volonté,,cduval@example.com,0617741025,Ludothèque,France,Occitanie,32,Condom,"89, avenue Gérard Besson",325.0,,,,,https://www.gosselin.com/,865.0,http://www.lemaire.fr/,49740.0,,,,True,,True,,
Asso JDR Glace,Daniel Cohen,cecile18@example.net,0738239993,Asso JDR,France,Hauts-de-France,62,Arras,chemin Peron,,,,http://www.de.com/,14536.0,https://www.mary.org/,24847.0,,,http://laroche.com/,6249.0,http://ollivier.net/,True,instagram,True,,Bout père ni accord déclarer hauteur.
Bar à jeux Milieu,Luce-Aurore Germain,thierry93@example.net,0603482294,Bar à jeux,France,Île-de-France,91,Massy,,494.0,,,,,,,,,,,https://lesage.net/,False,instagram,True,2025-10-06,Vieux douter ce joli envelopper dessiner pur.
Boutique spécialisée Satisfaire,Pénélope Goncalves-Delannoy,fhardy@example.org,0680594413,Boutique spécialisée,France,Auvergne-Rhône-Alpes,26,Valence,boulevard Thomas Normand,,,,,,http://www.roy.com/,9024.0,,,https://lelievre.com/,16365.0,,False,facebook,False,2025-06-28,
CSCS Découvrir,,verdierauguste@example.org,0615603492,CSCS,France,Nouvelle-Aquitaine,87,Saint-Junien,,,https://paris.fr/,286.0,,,http://allard.com/,21341.0,http://bonneau.com/,19691.0,http://www.payet.fr/,44719.0,https://guillaume.fr/,False,email,False,2025-11-07,
Influenceur Toit,Roland Colin du Deschamps,pbenoit@example.org,0772402488,Influenceur,France,Pays de la Loire,53,Laval,,,http://www.riviere.fr/,6778.0,,,https://payet.com/,23100.0,http://roux.org/,7693.0,,,https://www.lacombe.fr/,False,telephone,True,2024-12-28,Quelqu'Un aucun respirer consulter croire.
Artisan Prix,Emmanuel Bourdon,duboischristiane@example.net,0645752111,Artisan,France,Nouvelle-Aquitaine,86,Montmorillon,"24, avenue Guillot",56.0,http://www.tessier.com/,6142.0,,,http://www.cousin.com/,11994.0,,,,,http://www.dias.com/,True,email,False,2024-02-21,
Éditeur Jeunesse,,jacqueline38@example.net,0704226942,Éditeur,France,Île-de-France,94,Créteil,"91, boulevard de Roussel",,,,,,,,,,http://ferreira.net/,58106.0,https://www.paris.fr/,True,instagram,False,2025-10-30,Caresser avis impression sauvage gouvernement nouveau.
Asso JDR Fenêtre,Monique Roy,william11@example.org,0732412979,Asso JDR,France,Normandie,61,Flers,"78, boulevard Bernadette Gaillard",170.0,http://www.masson.fr/,9592.0,,,,,,,,,https://www.gregoire.com/,True,,False,,
Influenceur Nouveau,Victor Da Costa,antoinette44@example.net,0605827251,Influenceur,France,Bourgogne-Franche-Comté,90,Belfort,"622, avenue de Pruvost",,http://bruneau.net/,6552.0,,,,,http://henry.fr/,16249.0,https://mathieu.net/,15445.0,https://dupont.net/,True,,True,2024-11-23,
Artisan Forêt,Christophe Barbe,zoe08@example.org,0747914005,Artisan,France,Nouvelle-Aquitaine,33,Mérignac,,,https://fabre.com/,5138.0,http://regnier.com/,566.0,https://www.mahe.com/,16548.0,http://vincent.net/,12877.0,http://www.lebreton.com/,14883.0,https://www.roger.fr/,False,,False,2025-07-24,
Influenceur Cent,,juliette95@example.com,0655824346,Influenceur,France,Provence-Alpes-Côte d'Azur,05,Embrun,chemin de Bouvier,,,,http://philippe.com/,5327.0,,,,,https://www.herve.net/,68017.0,https://www.rossi.fr/,False,,True,2024-04-12,Distinguer frapper conclure son verser large.
Artisan Ensuite,Capucine Le Paris,constance95@example.com,,Artisan,France,Corse,2A,Ajaccio,"2, rue Thierry",225.0,http://renault.fr/,2899.0,https://www.alves.com/,1969.0,,,,,,,,False,instagram,False,2024-08-20,
Ludothèque Vision,,de-sousayves@example.net,0797443478,Ludothèque,France,Nouvelle-Aquitaine,64,Bayonne,rue de Chauveau,205.0,http://www.gerard.org/,9995.0,,,,,https://lebreton.net/,10632.0,,,,True,,False,,Longtemps chef travailler sec fille sortir.
CSCS Train,,mdeschamps@example.com,0726516327,CSCS,France,Normandie,61,Argentan,"412, avenue Bernadette Gomes",,,,http://renault.fr/,2582.0,http://www.lenoir.fr/,12527.0,http://roy.fr/,33309.0,,,https://dos.org/,True,,False,2025-03-12,
Asso JDR Après,,ftorres@example.com,0775412190,Asso JDR,France,Grand Est,54,Toul,"47, boulevard de Guillaume",267.0,https://www.perez.fr/,7298.0,http://www.berger.fr/,1700.0,https://www.diallo.fr/,27930.0,,,http://delaunay.com/,29812.0,http://martin.com/,True,instagram,True,2024-09-04,
Artisan Commencer,Pierre Lacombe,antoine08@example.com,0739348962,Artisan,France,Centre-Val de Loire,45,Orléans,"9, chemin Suzanne Olivier",,,,,,https://coste.fr/,13227.0,,,http://vallet.fr/,45437.0,,False,telephone,True,2025-01-15,
Ludothèque Conduire,,nhardy@example.org,0636917347,Ludothèque,France,Corse,2A,Sartène,"81, chemin de Brun",,http://bernard.com/,2581.0,https://www.cohen.org/,13724.0,http://www.jacquet.org/,23854.0,https://www.neveu.org/,48321.0,http://perrier.fr/,16859.0,https://delmas.com/,True,,True,,
Boutique spécialisée Bonheur,Pauline Devaux-Potier,toussaintmargot@example.net,0615472865,Boutique spécialisée,France,Grand Est,54,Nancy,"581, chemin Christelle Guyot",,,,,,http://www.colas.org/,22414.0,,,,,http://pinto.net/,True,email,False,2025-10-18,
Bar à jeux Venir,,,0617194696,Bar à jeux,France,Grand Est,52,Langres,"56, rue Menard",,http://delorme.org/,1688.0,,,,,,,http://www.bonneau.com/,21168.0,https://millet.fr/,False,,False,,
Bar à jeux Depuis,,aguibert@example.net,0715431850,Bar à jeux,France,Grand Est,10,Nogent-sur-Seine,"53, chemin Noémi Charrier",139.0,,,http://www.thomas.com/,5549.0,http://robin.com/,18103.0,,,http://www.girard.com/,11706.0,http://leconte.net/,False,instagram,True,,
Médiathèque Drôle,,dpicard@example.net,0738605388,Médiathèque,France,Hauts-de-France,60,Senlis,"34, rue Nathalie Pierre",65.0,https://www.girard.com/,7069.0,http://robin.com/,2883.0,http://www.martel.com/,11061.0,https://torres.fr/,26715.0,https://www.gimenez.fr/,55923.0,https://www.guyon.com/,True,instagram,True,2025-05-20,
Artisan Sentier,,stephanie04@example.net,0626671887,Artisan,France,Nouvelle-Aquitaine,33,Bordeaux,"40, chemin Léon Baron",72.0,https://lopes.com/,2767.0,http://leleu.com/,14240.0,http://caron.fr/,10604.0,http://simon.fr/,10710.0,,,,False,instagram,True,2026-01-29,
CSCS Mari,,gbouvier@example.com,0662796490,CSCS,France,Île-de-France,95,Sarcelles,,,http://chauveau.fr/,9395.0,https://www.jacquot.com/,229.0,https://www.petit.fr/,11828.0,http://www.traore.org/,23541.0,,,,False,email,False,2024-12-26,
Boutique spécialisée Face,,olivie15@example.org,0665298422,Boutique spécialisée,France,Bourgogne-Franche-Comté,70,Vesoul,"95, rue Diane Blanchet",443.0,https://www.prevost.fr/,1513.0,http://www.camus.net/,7999.0,http://mathieu.com/,8010.0,,,http://www.marechal.fr/,54311.0,https://richard.com/,False,facebook,False,,
Bar à jeux Beau,,ydubois@example.com,0721629946,Bar à jeux,France,Hauts-de-France,02,Saint-Quentin,"31, rue Weber",,https://briand.fr/,1315.0,http://www.bonneau.com/,9853.0,https://remy.fr/,10851.0,http://www.clerc.net/,16583.0,,,http://gillet.com/,False,facebook,True,2025-11-29,
